icd_10,Name,Name_DO,symptoms,names_ru,symptoms_ru_no_stat,InRuMedTop3
N92.0,excessive and frequent menstruation with regular cycle,,"['Body Weight', 'Abdominal Pain', 'Nausea', 'Obesity', 'Diarrhea', 'Obesity, Morbid', 'Hot Flashes', 'Aphasia', 'Learning Disorders', 'Syncope', 'Mental Retardation', 'Pain', 'Back Pain', 'Low Back Pain', 'Headache', 'Hemiplegia', 'Psychophysiologic Disorders', 'Dizziness', 'Tinnitus', 'Vertigo', 'Angina, Unstable', 'Pain, Postoperative', 'Pelvic Pain', 'Ecchymosis', 'Purpura', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Purpura, Thrombotic Thrombocytopenic', 'Urinary Incontinence', 'Skin Manifestations', 'Urinary Incontinence, Stress', 'Flushing', 'Dysmenorrhea', 'Body Weight', 'Abdominal Pain', 'Nausea', 'Obesity', 'Diarrhea', 'Obesity, Morbid', 'Hot Flashes', 'Aphasia', 'Learning Disorders', 'Syncope', 'Mental Retardation', 'Pain', 'Back Pain', 'Low Back Pain', 'Headache', 'Hemiplegia', 'Psychophysiologic Disorders', 'Dizziness', 'Tinnitus', 'Vertigo', 'Angina, Unstable', 'Pain, Postoperative', 'Pelvic Pain', 'Ecchymosis', 'Purpura', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Purpura, Thrombotic Thrombocytopenic', 'Urinary Incontinence', 'Skin Manifestations', 'Urinary Incontinence, Stress', 'Flushing', 'Dysmenorrhea', 'Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Muscle Weakness', 'Seizures', 'Abdominal Pain', 'Anorexia', 'Nausea', 'Dyspnea', 'Hemoptysis', 'Weight Gain', 'Obesity', 'Edema', 'Sleep Disorders', 'Asthenia', 'Emaciation', 'Overweight', 'Obesity, Morbid', 'Thinness', 'Eye Hemorrhage', 'Hot Flashes', 'Learning Disorders', 'Confusion', 'Memory Disorders', 'Mental Retardation', 'Hallucinations', 'Muscle Cramp', 'Pain', 'Back Pain', 'Low Back Pain', 'Headache', 'Neuralgia', 'Hemiplegia', 'Paresis', 'Psychophysiologic Disorders', 'Dizziness', 'Paresthesia', 'Vertigo', 'Abdomen, Acute', 'Chest Pain', 'Pelvic Pain', 'Constipation', 'Bulimia', 'Vomiting', 'Pruritus', 'Purpura, Thrombocytopenic', 'Purpura, Thrombotic Thrombocytopenic', 'Virilism', 'Spasm', 'Urinary Incontinence, Stress', 'Flushing', 'Syncope, Vasovagal', 'Postoperative Nausea and Vomiting', 'Hirsutism', 'Amblyopia', 'Dysmenorrhea']",Обильные и частые менструации при регулярном цикле,,1
N92.1,excessive and frequent menstruation with irregular cycle,,"['Birth Weight', 'Abdominal Pain', 'Nausea', 'Hemoptysis', 'Obesity', 'Edema', 'Diarrhea', 'Obesity, Morbid', 'Fatigue', 'Consciousness Disorders', 'Syncope', 'Mental Retardation', 'Pain', 'Psychophysiologic Disorders', 'Vision Disorders', 'Blindness', 'Abdomen, Acute', 'Colic', 'Purpura, Thrombocytopenic', 'Dysmenorrhea', 'Birth Weight', 'Abdominal Pain', 'Nausea', 'Hemoptysis', 'Obesity', 'Edema', 'Diarrhea', 'Obesity, Morbid', 'Fatigue', 'Consciousness Disorders', 'Syncope', 'Mental Retardation', 'Pain', 'Psychophysiologic Disorders', 'Vision Disorders', 'Blindness', 'Abdomen, Acute', 'Colic', 'Purpura, Thrombocytopenic', 'Dysmenorrhea']",Обильные и частые менструации при нерегулярном цикле,,1
N92.2,excessive menstruation at puberty,,,Обильные менструации в пубертатном периоде,,1
N92.3,ovulation bleeding,,,Овуляторные кровотечения,скудные кровянистые выделения из половых путей,1
N92.4,excessive bleeding in the premenopausal period,,,Обильные кровотечения в предменопаузном периоде,,1
N92.5,other specified irregular menstruation,,,Другие уточненные формы нерегулярных менструаций,,1
N92.6,,,,Нерегулярные менструации неуточненные,,1
N94.0,mittelschmerz,,,Боли в середине менструального цикла,"боль в нижних отделах живота, выделения с запахом, высыпания в области половых органов, межменструальные кровянистые выделения",1
N95.0,postmenopausal bleeding,,,Постменопаузные кровотечения,,1
N95.1,menopausal and female climacteric states,,,Менопаузные и климактерические состояния у женщин,,1
N95.2,postmenopausal atrophic vaginitis,postmenopausal atrophic vaginitis,,Постменопаузный атрофический вагинит,"сухость, боль при половом акте, гинекологическом осмотре, выделения в том числе кровянистые постконтактные, учащенное и болезненное мочеиспускание, возможно подтекание мочи",1
N95.8,other specified menopausal and perimenopausal disorders,,,Другие уточненные нарушения менопаузного и перименопаузного периода,,1
N95.9,unspecified menopausal and perimenopausal disorder,,,Менопаузные и перименопаузные нарушения неуточненные,,1
N97.0,female infertility associated with anovulation,,,"Женское бесплодие, связанное с отсутствием овуляции",,1
N97.1,female infertility of tubal origin,,,Женское бесплодие трубного происхождения,,1
N97.2,female infertility of uterine origin,female infertility of uterine origin,,Женское бесплодие маточного происхождения,,1
N97.8,female infertility of other origin,,"['Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Quadriplegia', 'Seizures', 'Abdominal Pain', 'Anorexia', 'Nausea', 'Cough', 'Dyspnea', 'Hypercapnia', 'Weight Gain', 'Obesity', 'Edema', 'Hearing Loss, Sensorineural', 'Sleep Disorders', 'Diarrhea', 'Emaciation', 'Overweight', 'Obesity, Morbid', 'Thinness', 'Fatigue', 'Fetal Distress', 'Hot Flashes', 'Hypergammaglobulinemia', 'Myoclonus', 'Tremor', 'Confusion', 'Syncope', 'Mental Retardation', 'Pain', 'Headache', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Olfaction Disorders', 'Vision Disorders', 'Blindness', 'Hemianopsia', 'Vertigo', 'Abdomen, Acute', 'Pain, Postoperative', 'Pelvic Pain', 'Bulimia', 'Vomiting', 'Jaundice', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Virilism', 'Neurologic Manifestations', 'Spasm', 'Fetal Hypoxia', 'Hyperemesis Gravidarum', 'Hirsutism', 'Eye Manifestations', 'Fetal Weight', 'Dysmenorrhea']",Другие формы женского бесплодия,"нерегулярные менструации или их отсутствие скудность выделений, спастические боли внизу живота во время менструации, обильные и затяжные менструации, боль во время полового акта, бесплодие",1
N97.9,"female infertility, unspecified",,"['Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Quadriplegia', 'Seizures', 'Abdominal Pain', 'Anorexia', 'Nausea', 'Cough', 'Dyspnea', 'Hypercapnia', 'Weight Gain', 'Obesity', 'Edema', 'Hearing Loss, Sensorineural', 'Sleep Disorders', 'Diarrhea', 'Emaciation', 'Overweight', 'Obesity, Morbid', 'Thinness', 'Fatigue', 'Fetal Distress', 'Hot Flashes', 'Hypergammaglobulinemia', 'Myoclonus', 'Tremor', 'Confusion', 'Syncope', 'Mental Retardation', 'Pain', 'Headache', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Olfaction Disorders', 'Vision Disorders', 'Blindness', 'Hemianopsia', 'Vertigo', 'Abdomen, Acute', 'Pain, Postoperative', 'Pelvic Pain', 'Bulimia', 'Vomiting', 'Jaundice', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Virilism', 'Neurologic Manifestations', 'Spasm', 'Fetal Hypoxia', 'Hyperemesis Gravidarum', 'Hirsutism', 'Eye Manifestations', 'Fetal Weight', 'Dysmenorrhea']",Женское бесплодие неуточненное,,1
N99.0,,,,Послеоперационная почечная недостаточность,,0
Q20.0,common arterial trunk,,"['Cyanosis', 'Anoxia', 'Dyspnea', 'Hemoptysis', 'Fever of Unknown Origin', 'Hydrops Fetalis', 'Chest Pain', 'Angina Pectoris', 'Jaundice, Obstructive', 'Heart Murmurs', 'Cyanosis', 'Anoxia', 'Dyspnea', 'Hemoptysis', 'Fever of Unknown Origin', 'Hydrops Fetalis', 'Chest Pain', 'Angina Pectoris', 'Jaundice, Obstructive', 'Heart Murmurs']",Общий артериальный ствол,,0
Q20.1,double outlet right ventricle,double outlet right ventricle,,Удвоение выходного отверстия правого желудочка,,0
Q20.2,,,,Удвоение выходного отверстия левого желудочка,,0
Q20.3,discordant ventriculoarterial connection,dextro-looped transposition of the great arteries,,Дискордантное желудочково-артериальное соединение,,0
Q20.4,double inlet ventricle,,,Удвоение входного отверстия желудочка,,0
Q20.5,discordant atrioventricular connection,,,Дискордантное предсердно-желудочковое соединение,,0
Q20.6,,right atrial isomerism,,Изомерия ушка предсердия,,0
Q20.8,other congenital malformations of cardiac chambers and connections,,,Другие врожденные аномалии сердечных камер и соединений,,0
Q20.9,"congenital malformation of cardiac chambers and connections, unspecified",,,Врожденная аномалия сердечных камер и соединений неуточненная,,0
Q21.0,ventricular septal defect,ventricular septal defect,,Дефект межжелудочковой перегородки,"отсутствие аппетита, вялое сосание с частыми перерывами, медленный набор веса, появление одышки, тахикардия, отечность на ногах и в области живота",0
Q21.1,atrial septal defect,atrial heart septal defect,,Дефект предсердной перегородки,,0
Q21.2,atrioventricular septal defect,atrioventricular septal defect,,Дефект предсердно-желудочковой перегородки,,0
Q21.3,tetralogy of fallot,tetralogy of Fallot,,Тетрада Фалло,"ранний цианоз (синюшность), головокружение, частые обмороки, одышечно-цианотический приступ",0
Q21.4,,,"['Cyanosis', 'Dyspnea', 'Cardiac Output, Low', 'Heart Murmurs', 'Cyanosis', 'Dyspnea', 'Cardiac Output, Low', 'Heart Murmurs', 'Cyanosis', 'Dyspnea', 'Cardiac Output, Low', 'Heart Murmurs']",Дефект перегородки между аортой и легочной артерией,,0
